step,hp,enemy,coin
19,1,2,2
25,1,2,2
24,1,2,2
23,2,2,2
34,2,2,2
24,2,2,2
105,1,1,2
29,2,2,2
60,1,2,2
26,1,2,2
38,2,2,2
27,1,2,2
34,1,2,2
25,1,2,2
62,2,2,2
105,1,2,2
23,2,2,2
32,2,2,2
26,1,2,2
22,1,2,2
29,1,2,2
23,1,2,2
34,2,2,2
53,1,2,2
46,2,2,2
39,2,2,2
43,1,2,2
26,1,2,2
24,2,2,2
23,1,2,2
37,1,2,2
30,1,2,2
39,1,2,2
25,1,2,2
18,2,2,2
105,1,0,2
34,2,2,2
31,2,2,2
42,2,2,2
39,1,2,2
49,1,2,2
15,1,2,2
48,1,1,2
39,1,2,2
55,2,2,2
25,2,2,2
28,1,2,2
21,1,2,2
37,2,2,2
37,1,2,2
57,2,2,2
36,1,2,2
26,1,2,2
39,2,2,2
22,1,2,2
42,1,2,2
29,2,2,2
36,2,2,2
50,1,2,2
20,1,2,2
83,2,2,2
41,2,2,2
32,1,2,2
27,2,2,2
29,2,2,2
38,1,2,2
46,1,2,2
25,1,2,2
24,2,2,2
49,1,2,2
26,1,2,2
30,2,2,2
35,1,2,2
28,2,2,2
23,2,2,2
26,1,2,2
43,2,2,2
33,2,2,2
35,1,2,2
42,2,2,2
31,2,2,2
30,2,2,2
20,2,2,2
34,1,2,2
44,2,2,2
27,2,2,2
41,2,2,2
23,1,2,2
30,1,2,2
22,1,2,2
25,2,2,2
34,1,2,2
36,2,2,2
24,2,2,2
28,2,2,2
31,1,2,2
23,2,2,2
28,1,2,2
36,2,2,2
22,1,2,2
41,2,2,2
17,2,2,2
47,2,2,2
50,0,1,2
18,2,2,2
34,2,3,2
24,2,2,2
21,1,2,2
27,2,2,2
27,2,2,2
41,2,2,2
18,2,2,2
28,2,2,2
26,1,2,2
35,2,2,2
44,1,2,2
61,2,2,2
22,1,2,2
39,1,2,2
36,2,2,2
68,2,2,2
22,1,2,2
18,1,2,2
61,2,2,2
50,2,2,2
26,1,2,2
62,1,2,2
33,1,2,2
36,2,2,2
26,2,2,2
28,2,2,2
22,1,2,2
33,1,2,2
43,2,2,2
25,1,2,2
37,1,2,2
33,2,2,2
25,2,2,2
32,2,2,2
26,1,2,2
33,2,2,2
22,1,2,2
28,2,2,2
38,2,2,2
26,1,2,2
21,2,2,2
29,1,2,2
21,2,2,2
23,2,2,2
29,2,2,2
31,2,2,2
33,2,2,2
39,2,2,2
32,2,3,2
53,0,1,2
18,2,2,2
27,2,2,2
34,1,2,2
26,1,2,2
39,1,2,2
86,1,2,1
36,2,2,2
